지수,거래일자,지수명,종가,전일비,전일비(%),KSP200지수,KSP200등락,
DJI@DJI,20131119,다우 산업                                                                       ,15967.03,8.99,-0.06,267.81,2.78,1
DJI@DJI,20131120,다우 산업                                                                       ,15900.82,66.21,-0.41,265.62,-2.19,1
DJI@DJI,20131121,다우 산업                                                                       ,16009.99,109.17,0.69,262.2,-3.42,1
DJI@DJI,20131122,다우 산업                                                                       ,16064.77,54.78,0.34,263.86,1.66,1
DJI@DJI,20131125,다우 산업                                                                       ,16072.54,7.77,0.05,265.21,1.35,1
DJI@DJI,20131126,다우 산업                                                                       ,16072.8,0.26,0,266.26,1.05,1
DJI@DJI,20131127,다우 산업                                                                       ,16097.33,24.53,0.15,267.15,0.89,1
DJI@DJI,20131129,다우 산업                                                                       ,16086.41,10.92,-0.07,269.57,-0.13,1
DJI@DJI,20131202,다우 산업                                                                       ,16008.77,77.64,-0.48,267.58,-1.99,1
DJI@DJI,20131203,다우 산업                                                                       ,15914.62,94.15,-0.59,264.84,-2.74,1
DJI@DJI,20131204,다우 산업                                                                       ,15889.77,24.85,-0.16,261.48,-3.36,1
DJI@DJI,20131205,다우 산업                                                                       ,15821.51,68.26,-0.43,261.1,-0.38,1
DJI@DJI,20131206,다우 산업                                                                       ,16020.2,198.69,1.26,260.71,-0.39,1
DJI@DJI,20131209,다우 산업                                                                       ,16025.53,5.33,0.03,263.7,2.99,1
DJI@DJI,20131210,다우 산업                                                                       ,15973.13,52.4,-0.33,262.68,-1.02,1
DJI@DJI,20131211,다우 산업                                                                       ,15843.53,129.6,-0.81,260.55,-2.13,1
DJI@DJI,20131212,다우 산업                                                                       ,15739.43,104.1,-0.66,259.05,-1.5,1
DJI@DJI,20131213,다우 산업                                                                       ,15755.36,15.93,0.1,258.04,-1.01,1
DJI@DJI,20131216,다우 산업                                                                       ,15884.57,129.21,0.82,257.9,-0.14,1
DJI@DJI,20131217,다우 산업                                                                       ,15875.26,9.31,-0.06,258.72,0.82,1
DJI@DJI,20131218,다우 산업                                                                       ,16167.97,292.71,1.84,259.98,1.26,1
DJI@DJI,20131219,다우 산업                                                                       ,16179.08,11.11,0.07,260.2,0.22,1
DJI@DJI,20131220,다우 산업                                                                       ,16221.14,42.06,0.26,261.27,1.07,1
DJI@DJI,20131223,다우 산업                                                                       ,16294.61,73.47,0.45,263.24,1.97,1
DJI@DJI,20131224,다우 산업                                                                       ,16357.55,62.94,0.39,263.58,0.34,1
DJI@DJI,20131226,다우 산업                                                                       ,16479.88,122.33,0.75,263.15,-0.43,1
DJI@DJI,20131227,다우 산업                                                                       ,16478.41,1.47,-0.01,263.32,0.17,1
DJI@DJI,20131230,다우 산업                                                                       ,16504.29,25.88,0.16,264.24,0.92,1
DJI@DJI,20131231,다우 산업                                                                       ,16576.66,72.37,0.44,0,0,1
DJI@DJI,20140102,다우 산업                                                                       ,16441.35,135.31,-0.82,257.64,-6.6,1
DJI@DJI,20140103,다우 산업                                                                       ,16469.99,28.64,0.17,254.48,-3.16,1
DJI@DJI,20140106,다우 산업                                                                       ,16425.1,44.89,-0.27,255.41,0.93,1
DJI@DJI,20140107,다우 산업                                                                       ,16530.94,105.84,0.64,255.98,0.57,1
DJI@DJI,20140108,다우 산업                                                                       ,16462.74,68.2,-0.41,255.76,-0.22,1
DJI@DJI,20140109,다우 산업                                                                       ,16444.76,17.98,-0.11,253.63,-2.13,1
DJI@DJI,20140110,다우 산업                                                                       ,16437.05,7.71,-0.05,252.48,-1.15,1
DJI@DJI,20140113,다우 산업                                                                       ,16257.94,179.11,-1.09,254.08,1.6,1
DJI@DJI,20140114,다우 산업                                                                       ,16373.86,115.92,0.71,253.97,-0.11,1
DJI@DJI,20140115,다우 산업                                                                       ,16481.94,108.08,0.66,254.73,0.76,1
DJI@DJI,20140116,다우 산업                                                                       ,16417.01,64.93,-0.39,255.36,0.63,1
DJI@DJI,20140117,다우 산업                                                                       ,16458.56,41.55,0.25,253.46,-1.9,1
DJI@DJI,20140121,다우 산업                                                                       ,16414.44,44.12,-0.27,256.34,1.53,1
DJI@DJI,20140122,다우 산업                                                                       ,16373.34,41.1,-0.25,257.08,0.74,1
DJI@DJI,20140123,다우 산업                                                                       ,16197.35,175.99,-1.07,253.74,-3.34,1
DJI@DJI,20140124,다우 산업                                                                       ,15879.11,318.24,-1.96,252.89,-0.85,1
DJI@DJI,20140127,다우 산업                                                                       ,15837.88,41.23,-0.26,248.95,-3.94,1
DJI@DJI,20140128,다우 산업                                                                       ,15928.56,90.68,0.57,249.91,0.96,1
DJI@DJI,20140129,다우 산업                                                                       ,15738.79,189.77,-1.19,252.89,2.98,1
DJI@DJI,20140130,다우 산업                                                                       ,15848.61,109.82,0.7,0,0,1
DJI@DJI,20140131,다우 산업                                                                       ,15698.85,149.76,-0.94,0,0,1
DJI@DJI,20140203,다우 산업                                                                       ,15372.8,326.05,-2.08,250.01,-2.88,1
DJI@DJI,20140204,다우 산업                                                                       ,15445.24,72.44,0.47,245.3,-4.71,1
DJI@DJI,20140205,다우 산업                                                                       ,15440.23,5.01,-0.03,246.04,0.74,1
DJI@DJI,20140206,다우 산업                                                                       ,15628.53,188.3,1.22,248.56,2.52,1
DJI@DJI,20140207,다우 산업                                                                       ,15794.08,165.55,1.06,250.51,1.95,1
DJI@DJI,20140210,다우 산업                                                                       ,15801.79,7.71,0.05,250.47,-0.04,1
DJI@DJI,20140211,다우 산업                                                                       ,15994.77,192.98,1.22,251.87,1.4,1
DJI@DJI,20140212,다우 산업                                                                       ,15963.94,30.83,-0.19,252.31,0.44,1
DJI@DJI,20140213,다우 산업                                                                       ,16027.59,63.65,0.4,250.97,-1.34,1
DJI@DJI,20140214,다우 산업                                                                       ,16154.39,126.8,0.79,252.74,1.77,1
DJI@DJI,20140218,다우 산업                                                                       ,16130.4,23.99,-0.15,253.66,0.02,1
DJI@DJI,20140219,다우 산업                                                                       ,16040.56,89.84,-0.56,252.92,-0.74,1
DJI@DJI,20140220,다우 산업                                                                       ,16133.23,92.67,0.58,250.95,-1.97,1
DJI@DJI,20140221,다우 산업                                                                       ,16103.3,29.93,-0.19,255.22,4.27,1
DJI@DJI,20140224,다우 산업                                                                       ,16207.14,103.84,0.64,254.01,-1.21,1
DJI@DJI,20140225,다우 산업                                                                       ,16179.66,27.48,-0.17,256.24,2.23,1
DJI@DJI,20140226,다우 산업                                                                       ,16198.41,18.75,0.12,257.31,1.07,1
DJI@DJI,20140227,다우 산업                                                                       ,16272.65,74.24,0.46,258.28,0.97,1
DJI@DJI,20140228,다우 산업                                                                       ,16321.71,49.06,0.3,258.41,0.13,1
DJI@DJI,20140303,다우 산업                                                                       ,16168.03,153.68,-0.94,256.29,-2.12,1
DJI@DJI,20140304,다우 산업                                                                       ,16395.88,227.85,1.41,254.78,-1.51,1
DJI@DJI,20140305,다우 산업                                                                       ,16360.18,35.7,-0.22,257.3,2.52,1
DJI@DJI,20140306,다우 산업                                                                       ,16421.89,61.71,0.38,257.63,0.33,1
DJI@DJI,20140307,다우 산업                                                                       ,16452.72,30.83,0.19,257.35,-0.28,1
DJI@DJI,20140310,다우 산업                                                                       ,16418.68,34.04,-0.21,254.48,-2.87,1
DJI@DJI,20140311,다우 산업                                                                       ,16351.25,67.43,-0.41,255.49,1.01,1
DJI@DJI,20140312,다우 산업                                                                       ,16340.08,11.17,-0.07,251.11,-4.38,1
DJI@DJI,20140313,다우 산업                                                                       ,16108.89,231.19,-1.41,251.09,-0.02,1
DJI@DJI,20140314,다우 산업                                                                       ,16065.67,43.22,-0.27,249.02,-2.07,1
DJI@DJI,20140317,다우 산업                                                                       ,16247.22,181.55,1.13,250.15,1.13,1
DJI@DJI,20140318,다우 산업                                                                       ,16336.19,88.97,0.55,251.87,1.72,1
DJI@DJI,20140319,다우 산업                                                                       ,16222.17,114.02,-0.7,251.32,-0.55,1
DJI@DJI,20140320,다우 산업                                                                       ,16331.05,108.88,0.67,248.68,-2.64,1
DJI@DJI,20140321,다우 산업                                                                       ,16302.77,28.28,-0.17,250.68,2,1
DJI@DJI,20140324,다우 산업                                                                       ,16276.69,26.08,-0.16,252.31,1.63,1
DJI@DJI,20140325,다우 산업                                                                       ,16367.88,91.19,0.56,251.56,-0.75,1
DJI@DJI,20140326,다우 산업                                                                       ,16268.99,98.89,-0.6,255.08,3.52,1
DJI@DJI,20140327,다우 산업                                                                       ,16264.23,4.76,-0.03,257.26,2.18,1
DJI@DJI,20140328,다우 산업                                                                       ,16323.06,58.83,0.36,257.44,0.18,1
DJI@DJI,20140331,다우 산업                                                                       ,16457.66,134.6,0.82,258.11,0.67,1
DJI@DJI,20140401,다우 산업                                                                       ,16532.61,74.95,0.46,258.95,0.84,1
DJI@DJI,20140402,다우 산업                                                                       ,16573,40.39,0.24,259.7,0.75,1
DJI@DJI,20140403,다우 산업                                                                       ,16572.55,0.45,0,259.34,-0.36,1
DJI@DJI,20140404,다우 산업                                                                       ,16412.71,159.84,-0.96,259.47,0.13,1
DJI@DJI,20140407,다우 산업                                                                       ,16245.87,166.84,-1.02,259.89,0.42,1
DJI@DJI,20140408,다우 산업                                                                       ,16256.14,10.27,0.06,260.47,0.58,1
DJI@DJI,20140409,다우 산업                                                                       ,16437.18,181.04,1.11,261.21,0.74,1
DJI@DJI,20140410,다우 산업                                                                       ,16170.22,266.96,-1.62,262.41,1.2,1
DJI@DJI,20140411,다우 산업                                                                       ,16026.75,143.47,-0.89,260.53,-1.88,1
DJI@DJI,20140414,다우 산업                                                                       ,16173.24,146.49,0.91,260.51,-0.02,1
DJI@DJI,20140415,다우 산업                                                                       ,16262.56,89.32,0.55,259.74,-0.77,1
DJI@DJI,20140416,다우 산업                                                                       ,16424.85,162.29,1,259.83,0.09,1
DJI@DJI,20140417,다우 산업                                                                       ,16408.54,16.31,-0.1,259.66,-0.17,1
DJI@DJI,20140421,다우 산업                                                                       ,16449.25,40.71,0.25,260.9,-0.62,1
DJI@DJI,20140422,다우 산업                                                                       ,16514.37,65.12,0.4,261.55,0.65,1
DJI@DJI,20140423,다우 산업                                                                       ,16501.65,12.72,-0.08,261.2,-0.35,1
DJI@DJI,20140424,다우 산업                                                                       ,16501.65,0,0,261.08,-0.12,1
DJI@DJI,20140425,다우 산업                                                                       ,16361.46,140.19,-0.85,257.42,-3.66,1
DJI@DJI,20140428,다우 산업                                                                       ,16448.74,87.28,0.53,256.8,-0.62,1
DJI@DJI,20140429,다우 산업                                                                       ,16535.37,86.63,0.53,255.8,-1,1
DJI@DJI,20140430,다우 산업                                                                       ,16580.84,45.47,0.27,255.33,-0.47,1
DJI@DJI,20140501,다우 산업                                                                       ,16558.87,21.97,-0.13,0,0,1
DJI@DJI,20140502,다우 산업                                                                       ,16512.89,45.98,-0.28,255.07,-0.26,1
DJI@DJI,20140505,다우 산업                                                                       ,16530.55,17.66,0.11,0,0,1
DJI@DJI,20140506,다우 산업                                                                       ,16401.02,129.53,-0.78,0,0,1
DJI@DJI,20140507,다우 산업                                                                       ,16518.54,117.52,0.72,252.35,-2.72,1
DJI@DJI,20140508,다우 산업                                                                       ,16550.97,32.43,0.2,253.84,1.49,1
DJI@DJI,20140509,다우 산업                                                                       ,16583.34,32.37,0.2,254.31,0.47,1
DJI@DJI,20140512,다우 산업                                                                       ,16695.47,112.13,0.68,255.8,1.49,1
DJI@DJI,20140513,다우 산업                                                                       ,16715.44,19.97,0.12,258.4,2.6,1
DJI@DJI,20140514,다우 산업                                                                       ,16613.97,101.47,-0.61,262.43,4.03,1
DJI@DJI,20140515,다우 산업                                                                       ,16446.81,167.16,-1.01,262.4,-0.03,1
DJI@DJI,20140516,다우 산업                                                                       ,16491.31,44.5,0.27,262.97,0.57,1
DJI@DJI,20140519,다우 산업                                                                       ,16511.86,20.55,0.12,263.42,0.45,1
DJI@DJI,20140520,다우 산업                                                                       ,16374.31,137.55,-0.83,263.04,-0.38,1
DJI@DJI,20140521,다우 산업                                                                       ,16533.06,158.75,0.97,262.4,-0.64,1
DJI@DJI,20140522,다우 산업                                                                       ,16543.08,10.02,0.06,263.33,0.93,1
DJI@DJI,20140523,다우 산업                                                                       ,16606.27,63.19,0.38,263.42,0.09,1
DJI@DJI,20140527,다우 산업                                                                       ,16675.5,69.23,0.42,260.36,-1.97,1
DJI@DJI,20140528,다우 산업                                                                       ,16633.18,42.32,-0.25,263.01,2.65,1
DJI@DJI,20140529,다우 산업                                                                       ,16698.74,65.56,0.39,262.57,-0.44,1
DJI@DJI,20140530,다우 산업                                                                       ,16717.17,18.43,0.11,259.94,-2.63,1
DJI@DJI,20140602,다우 산업                                                                       ,16743.63,26.46,0.16,261.4,1.46,1
DJI@DJI,20140603,다우 산업                                                                       ,16722.34,21.29,-0.13,262.22,0.82,1
DJI@DJI,20140604,다우 산업                                                                       ,16737.53,15.19,0.09,0,0,1
DJI@DJI,20140605,다우 산업                                                                       ,16836.11,98.58,0.59,260.56,-1.66,1
DJI@DJI,20140606,다우 산업                                                                       ,16924.28,88.17,0.52,0,0,1
DJI@DJI,20140609,다우 산업                                                                       ,16943.1,18.82,0.11,259.68,-0.88,1
DJI@DJI,20140610,다우 산업                                                                       ,16945.92,2.82,0.02,262.64,2.96,1
DJI@DJI,20140611,다우 산업                                                                       ,16843.88,102.04,-0.6,262.62,-0.02,1
DJI@DJI,20140612,다우 산업                                                                       ,16734.19,109.69,-0.65,262.01,-0.61,1
DJI@DJI,20140613,다우 산업                                                                       ,16775.74,41.55,0.25,258.75,-3.26,1
DJI@DJI,20140616,다우 산업                                                                       ,16781.01,5.27,0.03,259.43,0.68,1
DJI@DJI,20140617,다우 산업                                                                       ,16808.49,27.48,0.16,260.43,1,1
DJI@DJI,20140618,다우 산업                                                                       ,16906.62,98.13,0.58,258.7,-1.73,1
DJI@DJI,20140619,다우 산업                                                                       ,16921.46,14.84,0.09,258.83,0.13,1
DJI@DJI,20140620,다우 산업                                                                       ,16947.08,25.62,0.15,255.31,-3.52,1
DJI@DJI,20140623,다우 산업                                                                       ,16937.26,9.82,-0.06,256.77,1.46,1
DJI@DJI,20140624,다우 산업                                                                       ,16818.13,119.13,-0.7,259.75,2.98,1
DJI@DJI,20140625,다우 산업                                                                       ,16867.51,49.38,0.29,258.16,-1.59,1
DJI@DJI,20140626,다우 산업                                                                       ,16846.13,21.38,-0.13,260.03,1.87,1
DJI@DJI,20140627,다우 산업                                                                       ,16851.84,5.71,0.03,258.78,-1.25,1
DJI@DJI,20140630,다우 산업                                                                       ,16826.6,25.24,-0.15,260.56,1.78,1
DJI@DJI,20140701,다우 산업                                                                       ,16956.07,129.47,0.77,259.74,-0.82,1
DJI@DJI,20140702,다우 산업                                                                       ,16976.24,20.17,0.12,262.04,2.3,1
DJI@DJI,20140703,다우 산업                                                                       ,17068.26,92.02,0.54,261.13,-0.91,1
DJI@DJI,20140707,다우 산업                                                                       ,17024.21,44.05,-0.26,259.95,-0.68,1
DJI@DJI,20140708,다우 산업                                                                       ,16906.62,117.59,-0.69,259.93,-0.02,1
DJI@DJI,20140709,다우 산업                                                                       ,16985.61,78.99,0.47,258.87,-1.06,1
DJI@DJI,20140710,다우 산업                                                                       ,16915.07,70.54,-0.42,259.17,0.3,1
DJI@DJI,20140711,다우 산업                                                                       ,16943.81,28.74,0.17,256.72,-2.45,1
DJI@DJI,20140714,다우 산업                                                                       ,17055.42,111.61,0.66,257.27,0.55,1
DJI@DJI,20140715,다우 산업                                                                       ,17060.68,5.26,0.03,260.4,3.13,1
DJI@DJI,20140716,다우 산업                                                                       ,17138.2,77.52,0.45,260.82,0.42,1
DJI@DJI,20140717,다우 산업                                                                       ,16976.81,161.39,-0.94,261.93,1.11,1
DJI@DJI,20140718,다우 산업                                                                       ,17100.18,123.37,0.73,261.66,-0.27,1
DJI@DJI,20140721,다우 산업                                                                       ,17051.73,48.45,-0.28,261.51,-0.15,1
DJI@DJI,20140722,다우 산업                                                                       ,17113.54,61.81,0.36,262.86,1.35,1
DJI@DJI,20140723,다우 산업                                                                       ,17086.63,26.91,-0.16,262.56,-0.3,1
DJI@DJI,20140724,다우 산업                                                                       ,17083.8,2.83,-0.02,262.72,0.16,1
DJI@DJI,20140725,다우 산업                                                                       ,16960.57,123.23,-0.72,263.47,0.75,1
DJI@DJI,20140728,다우 산업                                                                       ,16982.59,22.02,0.13,265.53,2.06,1
DJI@DJI,20140729,다우 산업                                                                       ,16912.11,70.48,-0.42,268.01,2.48,1
DJI@DJI,20140730,다우 산업                                                                       ,16880.36,31.75,-0.19,271.17,3.16,1
DJI@DJI,20140731,다우 산업                                                                       ,16563.3,317.06,-1.88,269.68,-1.49,1
DJI@DJI,20140801,다우 산업                                                                       ,16493.37,69.93,-0.42,268.56,-1.12,1
DJI@DJI,20140804,다우 산업                                                                       ,16569.28,75.91,0.46,269.65,1.09,1
DJI@DJI,20140805,다우 산업                                                                       ,16429.47,139.81,-0.84,267.63,-2.02,1
DJI@DJI,20140806,다우 산업                                                                       ,16443.34,13.87,0.08,266.6,-1.03,1
DJI@DJI,20140807,다우 산업                                                                       ,16368.27,75.07,-0.46,265.64,-0.96,1
DJI@DJI,20140808,다우 산업                                                                       ,16553.93,185.66,1.13,262.02,-3.62,1
DJI@DJI,20140811,다우 산업                                                                       ,16569.98,16.05,0.1,263.32,1.3,1
DJI@DJI,20140812,다우 산업                                                                       ,16560.54,9.44,-0.06,263.34,0.02,1
DJI@DJI,20140813,다우 산업                                                                       ,16651.8,91.26,0.55,265.91,2.57,1
DJI@DJI,20140814,다우 산업                                                                       ,16713.58,61.78,0.37,265.88,-0.03,1
DJI@DJI,20140815,다우 산업                                                                       ,16662.91,50.67,-0.3,0,0,1
DJI@DJI,20140818,다우 산업                                                                       ,16838.74,175.83,1.06,264.24,-1.64,1
DJI@DJI,20140819,다우 산업                                                                       ,16919.59,80.85,0.48,266.62,2.38,1
DJI@DJI,20140820,다우 산업                                                                       ,16979.13,59.54,0.35,266.79,0.17,1
DJI@DJI,20140821,다우 산업                                                                       ,17039.49,60.36,0.36,262.53,-4.26,1
DJI@DJI,20140822,다우 산업                                                                       ,17001.22,38.27,-0.22,264.26,1.73,1
DJI@DJI,20140825,다우 산업                                                                       ,17076.87,75.65,0.44,264.46,0.2,1
DJI@DJI,20140826,다우 산업                                                                       ,17106.7,29.83,0.17,265.14,0.68,1
DJI@DJI,20140827,다우 산업                                                                       ,17122.01,15.31,0.09,265.88,0.74,1
DJI@DJI,20140828,다우 산업                                                                       ,17079.57,42.44,-0.25,266.19,0.31,1
DJI@DJI,20140829,다우 산업                                                                       ,17098.45,18.88,0.11,265.41,-0.78,1
DJI@DJI,20140902,다우 산업                                                                       ,17067.56,30.89,-0.18,262.61,-2.66,1
DJI@DJI,20140903,다우 산업                                                                       ,17078.28,10.72,0.06,262.27,-0.34,1
DJI@DJI,20140904,다우 산업                                                                       ,17069.58,8.7,-0.05,263.19,0.92,1
DJI@DJI,20140905,다우 산업                                                                       ,17137.36,67.78,0.4,262.09,-1.1,1
DJI@DJI,20140908,다우 산업                                                                       ,17111.42,25.94,-0.15,0,0,1
DJI@DJI,20140909,다우 산업                                                                       ,17013.87,97.55,-0.57,0,0,1
DJI@DJI,20140910,다우 산업                                                                       ,17068.71,54.84,0.32,0,0,1
DJI@DJI,20140911,다우 산업                                                                       ,17049,19.71,-0.12,259.8,-2.29,1
DJI@DJI,20140912,다우 산업                                                                       ,16987.51,61.49,-0.36,261.39,1.59,1
DJI@DJI,20140915,다우 산업                                                                       ,17031.14,43.63,0.26,260.56,-0.83,1
DJI@DJI,20140916,다우 산업                                                                       ,17131.97,100.83,0.59,261.45,0.89,1
DJI@DJI,20140917,다우 산업                                                                       ,17156.85,24.88,0.15,264.01,2.56,1
DJI@DJI,20140918,다우 산업                                                                       ,17265.99,109.14,0.64,261.72,-2.29,1
DJI@DJI,20140919,다우 산업                                                                       ,17279.74,13.75,0.08,262.31,0.59,1
DJI@DJI,20140922,다우 산업                                                                       ,17172.68,107.06,-0.62,260.15,-2.16,1
DJI@DJI,20140923,다우 산업                                                                       ,17055.87,116.81,-0.68,258.49,-1.66,1
DJI@DJI,20140924,다우 산업                                                                       ,17210.06,154.19,0.9,258.88,0.39,1
DJI@DJI,20140925,다우 산업                                                                       ,16945.8,264.26,-1.54,258.46,-0.42,1
DJI@DJI,20140926,다우 산업                                                                       ,17113.15,167.35,0.99,258.33,-0.13,1
DJI@DJI,20140929,다우 산업                                                                       ,17071.22,41.93,-0.25,257.95,-0.38,1
DJI@DJI,20140930,다우 산업                                                                       ,17042.9,28.32,-0.17,256.77,-1.18,1
DJI@DJI,20141001,다우 산업                                                                       ,16804.71,238.19,-1.4,252.81,-3.96,1
DJI@DJI,20141002,다우 산업                                                                       ,16801.05,3.66,-0.02,250.06,-2.75,1
DJI@DJI,20141003,다우 산업                                                                       ,17009.69,208.64,1.24,0,0,1
DJI@DJI,20141006,다우 산업                                                                       ,16991.91,17.78,-0.1,249.19,-0.87,1
DJI@DJI,20141007,다우 산업                                                                       ,16719.39,272.52,-1.6,249.93,0.74,1
DJI@DJI,20141008,다우 산업                                                                       ,16994.22,274.83,1.64,248.36,-1.57,1
DJI@DJI,20141009,다우 산업                                                                       ,16659.25,334.97,-1.97,0,0,1
DJI@DJI,20141010,다우 산업                                                                       ,16544.1,115.15,-0.69,245.06,-3.3,1
DJI@DJI,20141013,다우 산업                                                                       ,16321.07,223.03,-1.35,244.18,-0.88,1
DJI@DJI,20141014,다우 산업                                                                       ,16315.19,5.88,-0.04,244.47,0.29,1
DJI@DJI,20141015,다우 산업                                                                       ,16141.74,173.45,-1.06,243.87,-0.6,1
DJI@DJI,20141016,다우 산업                                                                       ,16117.24,24.5,-0.15,242.79,-1.08,1
DJI@DJI,20141017,다우 산업                                                                       ,16380.41,263.17,1.63,239.84,-2.95,1
DJI@DJI,20141020,다우 산업                                                                       ,16399.67,19.26,0.12,243.9,4.06,1
DJI@DJI,20141021,다우 산업                                                                       ,16614.81,215.14,1.31,241.48,-2.42,1
DJI@DJI,20141022,다우 산업                                                                       ,16461.32,153.49,-0.92,244.12,2.64,1
DJI@DJI,20141023,다우 산업                                                                       ,16677.9,216.58,1.32,243.38,-0.74,1
DJI@DJI,20141024,다우 산업                                                                       ,16805.41,127.51,0.76,242.91,-0.47,1
DJI@DJI,20141027,다우 산업                                                                       ,16817.94,12.53,0.07,243.89,0.98,1
DJI@DJI,20141028,다우 산업                                                                       ,17005.75,187.81,1.12,243.3,-0.59,1
DJI@DJI,20141029,다우 산업                                                                       ,16974.31,31.44,-0.18,248.64,5.34,1
DJI@DJI,20141030,다우 산업                                                                       ,17195.42,221.11,1.3,248.84,0.2,1
DJI@DJI,20141031,다우 산업                                                                       ,17390.52,195.1,1.13,250.45,1.61,1
DJI@DJI,20141103,다우 산업                                                                       ,17366.24,24.28,-0.14,248.69,-1.76,1
DJI@DJI,20141104,다우 산업                                                                       ,17383.84,17.6,0.1,246.51,-2.18,1
DJI@DJI,20141105,다우 산업                                                                       ,17484.53,100.69,0.58,245.86,-0.65,1
DJI@DJI,20141106,다우 산업                                                                       ,17554.47,69.94,0.4,247.19,1.33,1
DJI@DJI,20141107,다우 산업                                                                       ,17573.93,19.46,0.11,247.39,0.2,1
DJI@DJI,20141110,다우 산업                                                                       ,17613.74,39.81,0.23,250.64,3.25,1
DJI@DJI,20141111,다우 산업                                                                       ,17614.9,1.16,0.01,250.45,-0.19,1
DJI@DJI,20141112,다우 산업                                                                       ,17612.2,2.7,-0.02,251.26,0.81,1
DJI@DJI,20141113,다우 산업                                                                       ,17652.79,40.59,0.23,250.11,-1.15,1
DJI@DJI,20141114,다우 산업                                                                       ,17634.74,18.05,-0.1,248.18,-1.93,1
DJI@DJI,20141117,다우 산업                                                                       ,17647.75,13.01,0.07,248.3,0.12,1
DJI@DJI,20141118,다우 산업                                                                       ,17687.82,40.07,0.23,250.65,2.35,1
DJI@DJI,20141119,다우 산업                                                                       ,17685.73,2.09,-0.01,250.33,-0.32,1
DJI@DJI,20141120,다우 산업                                                                       ,17719,33.27,0.19,248.96,-1.37,1
DJI@DJI,20141121,다우 산업                                                                       ,17810.06,91.06,0.51,249.9,0.94,1
DJI@DJI,20141124,다우 산업                                                                       ,17817.9,7.84,0.04,252.34,2.44,1
DJI@DJI,20141125,다우 산업                                                                       ,17814.94,2.96,-0.02,251.72,-0.62,1
DJI@DJI,20141126,다우 산업                                                                       ,17827.75,12.81,0.07,252,0.28,1
DJI@DJI,20141128,다우 산업                                                                       ,17828.24,0.49,0,253.7,0.4,1
DJI@DJI,20141201,다우 산업                                                                       ,17776.8,51.44,-0.29,251.59,-2.11,1
DJI@DJI,20141202,다우 산업                                                                       ,17879.55,102.75,0.58,251.41,-0.18,1
DJI@DJI,20141203,다우 산업                                                                       ,17912.62,33.07,0.18,251.65,0.24,1
DJI@DJI,20141204,다우 산업                                                                       ,17900.1,12.52,-0.07,254.06,2.41,1
DJI@DJI,20141205,다우 산업                                                                       ,17958.79,58.69,0.33,254.24,0.18,1
DJI@DJI,20141208,다우 산업                                                                       ,17852.48,106.31,-0.59,253.71,-0.53,1
DJI@DJI,20141209,다우 산업                                                                       ,17801.2,51.28,-0.29,253.21,-0.5,1
DJI@DJI,20141210,다우 산업                                                                       ,17533.15,268.05,-1.51,249.35,-3.86,1
DJI@DJI,20141211,다우 산업                                                                       ,17596.34,63.19,0.36,245.54,-3.81,1
DJI@DJI,20141212,다우 산업                                                                       ,17280.83,315.51,-1.79,246.44,0.9,1
DJI@DJI,20141215,다우 산업                                                                       ,17180.84,99.99,-0.58,246.27,-0.17,1
DJI@DJI,20141216,다우 산업                                                                       ,17068.87,111.97,-0.65,244.43,-1.84,1
DJI@DJI,20141217,다우 산업                                                                       ,17356.87,288,1.69,243.72,-0.71,1
DJI@DJI,20141218,다우 산업                                                                       ,17778.15,421.28,2.43,243.82,0.1,1
DJI@DJI,20141219,다우 산업                                                                       ,17804.8,26.65,0.15,247.96,4.14,1
DJI@DJI,20141222,다우 산업                                                                       ,17959.44,154.64,0.87,249.7,1.74,1
DJI@DJI,20141223,다우 산업                                                                       ,18024.17,64.73,0.36,249.06,-0.64,1
DJI@DJI,20141224,다우 산업                                                                       ,18030.21,6.04,0.03,250.07,1.01,1
DJI@DJI,20141226,다우 산업                                                                       ,18053.71,23.5,0.13,250.05,-0.02,1
DJI@DJI,20141229,다우 산업                                                                       ,18038.23,15.48,-0.09,246.3,-3.75,1
DJI@DJI,20141230,다우 산업                                                                       ,17983.07,55.16,-0.31,244.05,-2.25,1
DJI@DJI,20141231,다우 산업                                                                       ,17823.07,160,-0.89,0,0,1
DJI@DJI,20150102,다우 산업                                                                       ,17832.99,9.92,0.06,244.79,0.74,1
DJI@DJI,20150105,다우 산업                                                                       ,17501.65,331.34,-1.86,244.26,-0.53,1
DJI@DJI,20150106,다우 산업                                                                       ,17371.64,130.01,-0.74,239.93,-4.33,1
DJI@DJI,20150107,다우 산업                                                                       ,17584.52,212.88,1.23,240.53,0.6,1
DJI@DJI,20150108,다우 산업                                                                       ,17907.87,323.35,1.84,243.94,3.41,1
DJI@DJI,20150109,다우 산업                                                                       ,17737.37,170.5,-0.95,246.05,2.11,1
DJI@DJI,20150112,다우 산업                                                                       ,17640.84,96.53,-0.54,245.7,-0.35,1
DJI@DJI,20150113,다우 산업                                                                       ,17613.68,27.16,-0.15,246.29,0.59,1
DJI@DJI,20150114,다우 산업                                                                       ,17427.09,186.59,-1.06,245.99,-0.3,1
DJI@DJI,20150115,다우 산업                                                                       ,17320.71,106.38,-0.61,245.76,-0.23,1
DJI@DJI,20150116,다우 산업                                                                       ,17511.57,190.86,1.1,242.22,-3.54,1
DJI@DJI,20150120,다우 산업                                                                       ,17515.23,3.66,0.02,247.24,2.46,1
