지수,거래일자,지수명,종가,전일비,전일비(%),KSP200지수,KSP200등락,
DJI@DJI,20030102,다우 산업                                                                       ,8607.52,265.89,3.18,80.72,0.85,1
DJI@DJI,20030103,다우 산업                                                                       ,8601.69,5.83,-0.06,84.15,3.43,1
DJI@DJI,20030106,다우 산업                                                                       ,8773.57,171.88,1.99,84.92,0.77,1
DJI@DJI,20030107,다우 산업                                                                       ,8740.59,32.98,-0.37,83.03,-1.89,1
DJI@DJI,20030108,다우 산업                                                                       ,8595.31,145.28,-1.66,82.97,-0.06,1
DJI@DJI,20030109,다우 산업                                                                       ,8776.18,180.87,2.1,80.04,-2.93,1
DJI@DJI,20030110,다우 산업                                                                       ,8784.89,8.71,0.09,79.93,-0.11,1
DJI@DJI,20030113,다우 산업                                                                       ,8785.98,1.09,0.01,82.58,2.65,1
DJI@DJI,20030114,다우 산업                                                                       ,8842.62,56.64,0.64,82.79,0.21,1
DJI@DJI,20030115,다우 산업                                                                       ,8723.18,119.44,-1.35,82.52,-0.27,1
DJI@DJI,20030116,다우 산업                                                                       ,8697.87,25.31,-0.29,82.58,0.06,1
DJI@DJI,20030117,다우 산업                                                                       ,8586.74,111.13,-1.27,80.96,-1.62,1
DJI@DJI,20030121,다우 산업                                                                       ,8442.9,143.84,-1.67,80.5,-0.22,1
DJI@DJI,20030122,다우 산업                                                                       ,8318.73,124.17,-1.47,79.23,-1.27,1
DJI@DJI,20030123,다우 산업                                                                       ,8369.47,50.74,0.6,79.57,0.34,1
DJI@DJI,20030124,다우 산업                                                                       ,8131.01,238.46,-2.84,77.54,-2.03,1
DJI@DJI,20030127,다우 산업                                                                       ,7989.56,141.45,-1.73,75.45,-2.09,1
DJI@DJI,20030128,다우 산업                                                                       ,8088.84,99.28,1.24,76.46,1.01,1
DJI@DJI,20030129,다우 산업                                                                       ,8110.71,21.87,0.27,74.15,-2.31,1
DJI@DJI,20030130,다우 산업                                                                       ,7945.13,165.58,-2.04,75.22,1.07,1
DJI@DJI,20030131,다우 산업                                                                       ,8053.81,108.68,1.36,0,0,1
DJI@DJI,20030203,다우 산업                                                                       ,8109.82,56.01,0.69,76.3,1.08,1
DJI@DJI,20030204,다우 산업                                                                       ,8013.29,96.53,-1.19,76.7,0.4,1
DJI@DJI,20030205,다우 산업                                                                       ,7985.18,28.11,-0.35,76.23,-0.47,1
DJI@DJI,20030206,다우 산업                                                                       ,7929.3,55.88,-0.69,74.74,-1.49,1
DJI@DJI,20030207,다우 산업                                                                       ,7864.23,65.07,-0.82,73.17,-1.57,1
DJI@DJI,20030210,다우 산업                                                                       ,7920.11,55.88,0.71,73.16,-0.01,1
DJI@DJI,20030211,다우 산업                                                                       ,7843.11,77,-0.97,73.01,-0.15,1
DJI@DJI,20030212,다우 산업                                                                       ,7758.17,84.94,-1.08,74.02,1.01,1
DJI@DJI,20030213,다우 산업                                                                       ,7749.87,8.3,-0.1,72.92,-1.1,1
DJI@DJI,20030214,다우 산업                                                                       ,7908.8,158.93,2.05,72.86,-0.06,1
DJI@DJI,20030218,다우 산업                                                                       ,8041.15,132.35,1.67,76.55,0.23,1
DJI@DJI,20030219,다우 산업                                                                       ,8000.6,40.55,-0.5,76.22,-0.33,1
DJI@DJI,20030220,다우 산업                                                                       ,7914.96,85.64,-1.07,76.89,0.67,1
DJI@DJI,20030221,다우 산업                                                                       ,8018.11,103.15,1.3,76.61,-0.28,1
DJI@DJI,20030224,다우 산업                                                                       ,7858.24,159.87,-1.99,78.32,1.71,1
DJI@DJI,20030225,다우 산업                                                                       ,7909.5,51.26,0.65,75.13,-3.19,1
DJI@DJI,20030226,다우 산업                                                                       ,7806.98,102.52,-1.29,74.83,-0.3,1
DJI@DJI,20030227,다우 산업                                                                       ,7884.99,78.01,0.99,73.8,-1.03,1
DJI@DJI,20030228,다우 산업                                                                       ,7891.08,6.09,0.07,72.85,-0.95,1
DJI@DJI,20030303,다우 산업                                                                       ,7837.86,53.22,-0.67,74.87,2.02,1
DJI@DJI,20030304,다우 산업                                                                       ,7704.87,132.99,-1.69,73.07,-1.8,1
DJI@DJI,20030305,다우 산업                                                                       ,7775.6,70.73,0.91,70.95,-2.12,1
DJI@DJI,20030306,다우 산업                                                                       ,7673.99,101.61,-1.3,70.37,-0.58,1
DJI@DJI,20030307,다우 산업                                                                       ,7740.03,66.04,0.86,69.33,-1.04,1
DJI@DJI,20030310,다우 산업                                                                       ,7568.18,171.85,-2.22,69.26,-0.07,1
DJI@DJI,20030311,다우 산업                                                                       ,7524.06,44.12,-0.58,67.79,-1.47,1
DJI@DJI,20030312,다우 산업                                                                       ,7552.07,28.01,0.37,67.65,-0.14,1
DJI@DJI,20030313,다우 산업                                                                       ,7821.75,269.68,3.57,67.84,0.19,1
DJI@DJI,20030314,다우 산업                                                                       ,7859.71,37.96,0.48,68.51,0.67,1
DJI@DJI,20030317,다우 산업                                                                       ,8141.92,282.21,3.59,65.64,-2.87,1
DJI@DJI,20030318,다우 산업                                                                       ,8194.23,52.31,0.64,68.49,2.85,1
DJI@DJI,20030319,다우 산업                                                                       ,8265.45,71.22,0.86,69.05,0.56,1
DJI@DJI,20030320,다우 산업                                                                       ,8286.6,21.15,0.25,72.4,3.35,1
DJI@DJI,20030321,다우 산업                                                                       ,8521.97,235.37,2.84,73.37,0.97,1
DJI@DJI,20030324,다우 산업                                                                       ,8214.68,307.29,-3.6,72.58,-0.79,1
DJI@DJI,20030325,다우 산업                                                                       ,8280.23,65.55,0.79,70.7,-1.88,1
DJI@DJI,20030326,다우 산업                                                                       ,8229.88,50.35,-0.6,70.58,-0.12,1
DJI@DJI,20030327,다우 산업                                                                       ,8201.45,28.43,-0.34,69.82,-0.76,1
DJI@DJI,20030328,다우 산업                                                                       ,8145.77,55.68,-0.67,70.77,0.95,1
DJI@DJI,20030331,다우 산업                                                                       ,7992.13,153.64,-1.88,68.05,-2.72,1
DJI@DJI,20030401,다우 산업                                                                       ,8069.86,77.73,0.97,68.4,0.35,1
DJI@DJI,20030402,다우 산업                                                                       ,8285.06,215.2,2.66,69,0.6,1
DJI@DJI,20030403,다우 산업                                                                       ,8240.38,44.68,-0.53,69.28,0.28,1
DJI@DJI,20030404,다우 산업                                                                       ,8277.15,36.77,0.44,70.99,1.71,1
DJI@DJI,20030407,다우 산업                                                                       ,8300.41,23.26,0.28,74.63,3.64,1
DJI@DJI,20030408,다우 산업                                                                       ,8298.92,1.49,-0.01,74.83,0.2,1
DJI@DJI,20030409,다우 산업                                                                       ,8197.94,100.98,-1.21,72.45,-2.38,1
DJI@DJI,20030410,다우 산업                                                                       ,8221.33,23.39,0.28,73.56,1.11,1
DJI@DJI,20030411,다우 산업                                                                       ,8203.41,17.92,-0.21,74.22,0.66,1
DJI@DJI,20030414,다우 산업                                                                       ,8351.1,147.69,1.8,75.75,1.53,1
DJI@DJI,20030415,다우 산업                                                                       ,8402.36,51.26,0.61,77.13,1.38,1
DJI@DJI,20030416,다우 산업                                                                       ,8257.61,144.75,-1.72,79.26,2.13,1
DJI@DJI,20030417,다우 산업                                                                       ,8337.65,80.04,0.96,78.11,-1.15,1
DJI@DJI,20030421,다우 산업                                                                       ,8328.9,8.75,-0.1,79.06,-0.61,1
DJI@DJI,20030422,다우 산업                                                                       ,8484.99,156.09,1.87,76.71,-2.35,1
DJI@DJI,20030423,다우 산업                                                                       ,8515.66,30.67,0.36,76.06,-0.65,1
DJI@DJI,20030424,다우 산업                                                                       ,8440.04,75.62,-0.88,74.79,-1.27,1
DJI@DJI,20030425,다우 산업                                                                       ,8306.35,133.69,-1.58,72.07,-2.72,1
DJI@DJI,20030428,다우 산업                                                                       ,8471.61,165.26,1.98,72.41,0.34,1
DJI@DJI,20030429,다우 산업                                                                       ,8502.99,31.38,0.37,76.15,3.74,1
DJI@DJI,20030430,다우 산업                                                                       ,8480.09,22.9,-0.26,76.45,0.3,1
DJI@DJI,20030501,다우 산업                                                                       ,8454.25,25.84,-0.3,0,0,1
DJI@DJI,20030502,다우 산업                                                                       ,8582.68,128.43,1.51,76.12,-0.33,1
DJI@DJI,20030505,다우 산업                                                                       ,8531.57,51.11,-0.59,0,0,1
DJI@DJI,20030506,다우 산업                                                                       ,8588.36,56.79,0.66,77.01,0.89,1
DJI@DJI,20030507,다우 산업                                                                       ,8560.63,27.73,-0.32,78.85,1.84,1
DJI@DJI,20030508,다우 산업                                                                       ,8491.22,69.41,-0.81,0,0,1
DJI@DJI,20030509,다우 산업                                                                       ,8604.6,113.38,1.33,78.9,0.05,1
DJI@DJI,20030512,다우 산업                                                                       ,8726.73,122.13,1.41,80.45,1.55,1
DJI@DJI,20030513,다우 산업                                                                       ,8679.25,47.48,-0.54,78.19,-2.26,1
DJI@DJI,20030514,다우 산업                                                                       ,8647.82,31.43,-0.36,77.57,-0.62,1
DJI@DJI,20030515,다우 산업                                                                       ,8713.14,65.32,0.75,78.8,1.23,1
DJI@DJI,20030516,다우 산업                                                                       ,8678.97,34.17,-0.39,77.56,-1.24,1
DJI@DJI,20030519,다우 산업                                                                       ,8493.39,185.58,-2.13,75.63,-1.93,1
DJI@DJI,20030520,다우 산업                                                                       ,8491.36,2.03,-0.02,76.4,0.77,1
DJI@DJI,20030521,다우 산업                                                                       ,8516.43,25.07,0.29,76.16,-0.24,1
DJI@DJI,20030522,다우 산업                                                                       ,8594.02,77.59,0.91,75.43,-0.73,1
DJI@DJI,20030523,다우 산업                                                                       ,8601.38,7.36,0.08,77.56,2.13,1
DJI@DJI,20030527,다우 산업                                                                       ,8781.35,179.97,2.09,77.94,-0.45,1
DJI@DJI,20030528,다우 산업                                                                       ,8793.12,11.77,0.13,79.82,1.88,1
DJI@DJI,20030529,다우 산업                                                                       ,8711.18,81.94,-0.93,80.4,0.58,1
DJI@DJI,20030530,다우 산업                                                                       ,8850.26,139.08,1.59,80.53,0.13,1
DJI@DJI,20030602,다우 산업                                                                       ,8897.81,47.55,0.53,82.55,2.02,1
DJI@DJI,20030603,다우 산업                                                                       ,8922.95,25.14,0.28,80.95,-1.6,1
DJI@DJI,20030604,다우 산업                                                                       ,9038.98,116.03,1.3,81.4,0.45,1
DJI@DJI,20030605,다우 산업                                                                       ,9041.3,2.32,0.02,81.74,0.34,1
DJI@DJI,20030606,다우 산업                                                                       ,9062.79,21.49,0.23,0,0,1
DJI@DJI,20030609,다우 산업                                                                       ,8980,82.79,-0.91,82.86,1.12,1
DJI@DJI,20030610,다우 산업                                                                       ,9054.89,74.89,0.83,82.77,-0.09,1
DJI@DJI,20030611,다우 산업                                                                       ,9183.22,128.33,1.41,82.93,0.16,1
DJI@DJI,20030612,다우 산업                                                                       ,9196.55,13.33,0.14,83.82,0.89,1
DJI@DJI,20030613,다우 산업                                                                       ,9117.12,79.43,-0.86,84.79,0.97,1
DJI@DJI,20030616,다우 산업                                                                       ,9318.96,201.84,2.21,83.72,-1.07,1
DJI@DJI,20030617,다우 산업                                                                       ,9323.02,4.06,0.04,85.92,2.2,1
DJI@DJI,20030618,다우 산업                                                                       ,9293.8,29.22,-0.31,86.04,0.12,1
DJI@DJI,20030619,다우 산업                                                                       ,9179.53,114.27,-1.22,88.11,2.07,1
DJI@DJI,20030620,다우 산업                                                                       ,9200.75,21.22,0.23,87.55,-0.56,1
DJI@DJI,20030623,다우 산업                                                                       ,9072.95,127.8,-1.38,86.06,-1.49,1
DJI@DJI,20030624,다우 산업                                                                       ,9109.85,36.9,0.4,84.67,-1.39,1
DJI@DJI,20030625,다우 산업                                                                       ,9011.53,98.32,-1.07,86.04,1.37,1
DJI@DJI,20030626,다우 산업                                                                       ,9079.04,67.51,0.74,86.37,0.33,1
DJI@DJI,20030627,다우 산업                                                                       ,8989.05,89.99,-0.99,86.53,0.16,1
DJI@DJI,20030630,다우 산업                                                                       ,8985.44,3.61,-0.04,85.47,-1.06,1
DJI@DJI,20030701,다우 산업                                                                       ,9040.95,55.51,0.61,86.15,0.68,1
DJI@DJI,20030702,다우 산업                                                                       ,9142.84,101.89,1.12,87.61,1.46,1
DJI@DJI,20030703,다우 산업                                                                       ,9070.21,72.63,-0.79,87.73,0.12,1
DJI@DJI,20030707,다우 산업                                                                       ,9216.79,146.58,1.61,90.07,1.48,1
DJI@DJI,20030708,다우 산업                                                                       ,9223.09,6.3,0.06,90.69,0.62,1
DJI@DJI,20030709,다우 산업                                                                       ,9156.21,66.88,-0.72,90.28,-0.41,1
DJI@DJI,20030710,다우 산업                                                                       ,9036.04,120.17,-1.31,89.61,-0.67,1
DJI@DJI,20030711,다우 산업                                                                       ,9119.59,83.55,0.92,90.15,0.54,1
DJI@DJI,20030714,다우 산업                                                                       ,9177.15,57.56,0.63,92.32,2.17,1
DJI@DJI,20030715,다우 산업                                                                       ,9128.97,48.18,-0.52,91.41,-0.91,1
DJI@DJI,20030716,다우 산업                                                                       ,9094.59,34.38,-0.37,91.9,0.49,1
DJI@DJI,20030717,다우 산업                                                                       ,9050.82,43.77,-0.48,0,0,1
DJI@DJI,20030718,다우 산업                                                                       ,9188.15,137.33,1.51,89.63,-2.27,1
DJI@DJI,20030721,다우 산업                                                                       ,9096.69,91.46,-0.99,88.88,-0.75,1
DJI@DJI,20030722,다우 산업                                                                       ,9158.45,61.76,0.67,89.8,0.92,1
DJI@DJI,20030723,다우 산업                                                                       ,9194.24,35.79,0.39,89.21,-0.59,1
DJI@DJI,20030724,다우 산업                                                                       ,9112.51,81.73,-0.88,90.11,0.9,1
DJI@DJI,20030725,다우 산업                                                                       ,9284.57,172.06,1.88,90.34,0.23,1
DJI@DJI,20030728,다우 산업                                                                       ,9266.51,18.06,-0.19,92.06,1.72,1
DJI@DJI,20030729,다우 산업                                                                       ,9204.46,62.05,-0.66,92.73,0.67,1
DJI@DJI,20030730,다우 산업                                                                       ,9200.05,4.41,-0.04,91.56,-1.17,1
DJI@DJI,20030731,다우 산업                                                                       ,9233.8,33.75,0.36,91.52,-0.04,1
DJI@DJI,20030801,다우 산업                                                                       ,9153.97,79.83,-0.86,93.46,1.94,1
DJI@DJI,20030804,다우 산업                                                                       ,9186.04,32.07,0.35,92.31,-1.15,1
DJI@DJI,20030805,다우 산업                                                                       ,9036.32,149.72,-1.62,92.76,0.45,1
DJI@DJI,20030806,다우 산업                                                                       ,9061.74,25.42,0.28,90.84,-1.92,1
DJI@DJI,20030807,다우 산업                                                                       ,9126.45,64.71,0.71,91.06,0.22,1
DJI@DJI,20030808,다우 산업                                                                       ,9191.09,64.64,0.7,90.24,-0.82,1
DJI@DJI,20030811,다우 산업                                                                       ,9217.35,26.26,0.28,90.39,0.15,1
DJI@DJI,20030812,다우 산업                                                                       ,9310.06,92.71,1,89.92,-0.47,1
DJI@DJI,20030813,다우 산업                                                                       ,9271.76,38.3,-0.41,91.46,1.54,1
DJI@DJI,20030814,다우 산업                                                                       ,9310.56,38.8,0.41,93.38,1.92,1
DJI@DJI,20030815,다우 산업                                                                       ,9321.69,11.13,0.11,0,0,1
DJI@DJI,20030818,다우 산업                                                                       ,9412.45,90.76,0.97,93.73,0.35,1
DJI@DJI,20030819,다우 산업                                                                       ,9428.9,16.45,0.17,95.2,1.47,1
DJI@DJI,20030820,다우 산업                                                                       ,9397.51,31.39,-0.33,94.87,-0.33,1
DJI@DJI,20030821,다우 산업                                                                       ,9423.68,26.17,0.27,97.18,2.31,1
DJI@DJI,20030822,다우 산업                                                                       ,9348.87,74.81,-0.79,97.23,0.05,1
DJI@DJI,20030825,다우 산업                                                                       ,9317.64,31.23,-0.33,97.45,0.22,1
DJI@DJI,20030826,다우 산업                                                                       ,9340.45,22.81,0.24,96.91,-0.54,1
DJI@DJI,20030827,다우 산업                                                                       ,9333.79,6.66,-0.07,97.64,0.73,1
DJI@DJI,20030828,다우 산업                                                                       ,9374.21,40.42,0.43,96.71,-0.93,1
DJI@DJI,20030829,다우 산업                                                                       ,9415.82,41.61,0.44,97.59,0.88,1
DJI@DJI,20030902,다우 산업                                                                       ,9523.27,107.45,1.14,98.54,0.31,1
DJI@DJI,20030903,다우 산업                                                                       ,9568.46,45.19,0.47,98.53,-0.01,1
DJI@DJI,20030904,다우 산업                                                                       ,9587.9,19.44,0.2,98.26,-0.27,1
DJI@DJI,20030905,다우 산업                                                                       ,9503.34,84.56,-0.88,97.93,-0.33,1
DJI@DJI,20030908,다우 산업                                                                       ,9586.29,82.95,0.87,97.89,-0.04,1
DJI@DJI,20030909,다우 산업                                                                       ,9507.2,79.09,-0.82,98.87,0.98,1
DJI@DJI,20030910,다우 산업                                                                       ,9420.46,86.74,-0.91,0,0,1
DJI@DJI,20030911,다우 산업                                                                       ,9459.76,39.3,0.41,0,0,1
DJI@DJI,20030912,다우 산업                                                                       ,9471.55,11.79,0.12,0,0,1
DJI@DJI,20030915,다우 산업                                                                       ,9448.81,22.74,-0.24,96.94,-1.93,1
DJI@DJI,20030916,다우 산업                                                                       ,9567.34,118.53,1.25,98.25,1.31,1
DJI@DJI,20030917,다우 산업                                                                       ,9545.65,21.69,-0.22,98.7,0.45,1
DJI@DJI,20030918,다우 산업                                                                       ,9659.13,113.48,1.18,97.53,-1.17,1
DJI@DJI,20030919,다우 산업                                                                       ,9644.82,14.31,-0.14,96.13,-1.4,1
DJI@DJI,20030922,다우 산업                                                                       ,9535.41,109.41,-1.13,91.78,-4.35,1
DJI@DJI,20030923,다우 산업                                                                       ,9576.04,40.63,0.42,92.3,0.52,1
DJI@DJI,20030924,다우 산업                                                                       ,9425.51,150.53,-1.57,93.09,0.79,1
DJI@DJI,20030925,다우 산업                                                                       ,9343.96,81.55,-0.86,91.66,-1.43,1
DJI@DJI,20030926,다우 산업                                                                       ,9313.08,30.88,-0.33,89.51,-2.15,1
DJI@DJI,20030929,다우 산업                                                                       ,9380.24,67.16,0.72,89.37,-0.14,1
DJI@DJI,20030930,다우 산업                                                                       ,9275.06,105.18,-1.12,89.55,0.18,1
DJI@DJI,20031001,다우 산업                                                                       ,9469.2,194.14,2.09,90.63,1.08,1
DJI@DJI,20031002,다우 산업                                                                       ,9487.8,18.6,0.19,92.05,1.42,1
DJI@DJI,20031003,다우 산업                                                                       ,9572.31,84.51,0.89,0,0,1
DJI@DJI,20031006,다우 산업                                                                       ,9594.98,22.67,0.23,93.06,1.01,1
DJI@DJI,20031007,다우 산업                                                                       ,9654.61,59.63,0.62,93.65,0.59,1
DJI@DJI,20031008,다우 산업                                                                       ,9630.9,23.71,-0.24,93.1,-0.55,1
DJI@DJI,20031009,다우 산업                                                                       ,9680.01,49.11,0.5,94.99,1.89,1
DJI@DJI,20031010,다우 산업                                                                       ,9674.68,5.33,-0.05,97.98,2.99,1
DJI@DJI,20031013,다우 산업                                                                       ,9764.38,89.7,0.92,97.79,-0.19,1
DJI@DJI,20031014,다우 산업                                                                       ,9812.98,48.6,0.49,99.11,1.32,1
DJI@DJI,20031015,다우 산업                                                                       ,9803.05,9.93,-0.1,98.79,-0.32,1
DJI@DJI,20031016,다우 산업                                                                       ,9791.72,11.33,-0.11,100.56,1.77,1
DJI@DJI,20031017,다우 산업                                                                       ,9721.79,69.93,-0.71,99.33,-1.23,1
DJI@DJI,20031020,다우 산업                                                                       ,9777.94,56.15,0.57,100.58,1.25,1
DJI@DJI,20031021,다우 산업                                                                       ,9747.64,30.3,-0.3,101.04,0.46,1
DJI@DJI,20031022,다우 산업                                                                       ,9598.24,149.4,-1.53,100.99,-0.05,1
DJI@DJI,20031023,다우 산업                                                                       ,9613.13,14.89,0.15,97.59,-3.4,1
DJI@DJI,20031024,다우 산업                                                                       ,9582.46,30.67,-0.31,96.74,-0.85,1
DJI@DJI,20031027,다우 산업                                                                       ,9608.16,25.7,0.26,98.62,1.88,1
DJI@DJI,20031028,다우 산업                                                                       ,9748.31,140.15,1.45,100.53,1.91,1
DJI@DJI,20031029,다우 산업                                                                       ,9774.53,26.22,0.26,101.1,0.57,1
DJI@DJI,20031030,다우 산업                                                                       ,9786.61,12.08,0.12,101.98,0.88,1
DJI@DJI,20031031,다우 산업                                                                       ,9801.12,14.51,0.14,101.44,-0.54,1
DJI@DJI,20031103,다우 산업                                                                       ,9858.46,57.34,0.58,102.74,1.3,1
DJI@DJI,20031104,다우 산업                                                                       ,9838.83,19.63,-0.19,103.29,0.55,1
DJI@DJI,20031105,다우 산업                                                                       ,9820.83,18,-0.18,104.56,1.27,1
DJI@DJI,20031106,다우 산업                                                                       ,9856.97,36.14,0.36,102.36,-2.2,1
DJI@DJI,20031107,다우 산업                                                                       ,9809.79,47.18,-0.47,104.23,1.87,1
DJI@DJI,20031110,다우 산업                                                                       ,9756.53,53.26,-0.54,103.16,-1.07,1
DJI@DJI,20031111,다우 산업                                                                       ,9737.79,18.74,-0.19,102.02,-1.14,1
DJI@DJI,20031112,다우 산업                                                                       ,9848.83,111.04,1.14,103.41,1.39,1
DJI@DJI,20031113,다우 산업                                                                       ,9837.94,10.89,-0.11,105.89,2.48,1
DJI@DJI,20031114,다우 산업                                                                       ,9768.68,69.26,-0.7,105.35,-0.54,1
DJI@DJI,20031117,다우 산업                                                                       ,9710.83,57.85,-0.59,103.21,-2.14,1
DJI@DJI,20031118,다우 산업                                                                       ,9624.16,86.67,-0.89,104.11,0.9,1
DJI@DJI,20031119,다우 산업                                                                       ,9690.46,66.3,0.68,100.17,-3.94,1
DJI@DJI,20031120,다우 산업                                                                       ,9619.42,71.04,-0.73,99.8,-0.37,1
DJI@DJI,20031121,다우 산업                                                                       ,9628.53,9.11,0.09,99.94,0.14,1
DJI@DJI,20031124,다우 산업                                                                       ,9747.79,119.26,1.23,97.61,-2.33,1
DJI@DJI,20031125,다우 산업                                                                       ,9763.94,16.15,0.16,99.71,2.1,1
DJI@DJI,20031126,다우 산업                                                                       ,9779.57,15.63,0.16,101.6,1.89,1
DJI@DJI,20031128,다우 산업                                                                       ,9782.46,2.89,0.02,103.61,2.01,1
DJI@DJI,20031201,다우 산업                                                                       ,9899.05,116.59,1.19,104.9,1.29,1
DJI@DJI,20031202,다우 산업                                                                       ,9853.64,45.41,-0.45,104.86,-0.04,1
DJI@DJI,20031203,다우 산업                                                                       ,9873.42,19.78,0.2,104.79,-0.07,1
DJI@DJI,20031204,다우 산업                                                                       ,9930.82,57.4,0.58,103.99,-0.8,1
DJI@DJI,20031205,다우 산업                                                                       ,9862.68,68.14,-0.68,101.87,-2.12,1
DJI@DJI,20031208,다우 산업                                                                       ,9965.27,102.59,1.04,101.3,-0.57,1
DJI@DJI,20031209,다우 산업                                                                       ,9923.42,41.85,-0.41,101.64,0.34,1
DJI@DJI,20031210,다우 산업                                                                       ,9921.86,1.56,-0.01,102.69,1.05,1
DJI@DJI,20031211,다우 산업                                                                       ,10008.16,86.3,0.86,102.12,-0.57,1
DJI@DJI,20031212,다우 산업                                                                       ,10042.16,34,0.33,104.32,2.2,1
DJI@DJI,20031215,다우 산업                                                                       ,10022.82,19.34,-0.19,106.48,2.16,1
DJI@DJI,20031216,다우 산업                                                                       ,10129.56,106.74,1.06,104.76,-1.72,1
DJI@DJI,20031217,다우 산업                                                                       ,10145.26,15.7,0.15,103.05,-1.71,1
DJI@DJI,20031218,다우 산업                                                                       ,10248.08,102.82,1.01,104.45,1.4,1
DJI@DJI,20031219,다우 산업                                                                       ,10278.22,30.14,0.29,105.04,0.59,1
DJI@DJI,20031222,다우 산업                                                                       ,10338,59.78,0.58,104.16,-0.88,1
DJI@DJI,20031223,다우 산업                                                                       ,10341.26,3.26,0.03,103.89,-0.27,1
DJI@DJI,20031224,다우 산업                                                                       ,10305.19,36.07,-0.34,102.77,-1.12,1
DJI@DJI,20031226,다우 산업                                                                       ,10324.67,19.48,0.18,102.43,-0.34,1
DJI@DJI,20031229,다우 산업                                                                       ,10450,125.33,1.21,102.79,0.36,1
DJI@DJI,20031230,다우 산업                                                                       ,10425.04,24.96,-0.23,105.21,2.42,1
DJI@DJI,20031231,다우 산업                                                                       ,10453.92,28.88,0.27,0,0,1
DJI@DJI,20040102,다우 산업                                                                       ,10409.85,44.07,-0.42,106.65,1.44,1
DJI@DJI,20040105,다우 산업                                                                       ,10544.07,134.22,1.28,107.07,0.42,1
DJI@DJI,20040106,다우 산업                                                                       ,10538.66,5.41,-0.05,106.9,-0.17,1
DJI@DJI,20040107,다우 산업                                                                       ,10529.03,9.63,-0.09,107.54,0.64,1
DJI@DJI,20040108,다우 산업                                                                       ,10592.44,63.41,0.6,107.2,-0.34,1
DJI@DJI,20040109,다우 산업                                                                       ,10458.89,133.55,-1.26,110.26,3.06,1
DJI@DJI,20040112,다우 산업                                                                       ,10485.18,26.29,0.25,111.1,0.84,1
DJI@DJI,20040113,다우 산업                                                                       ,10427.18,58,-0.55,110.71,-0.39,1
DJI@DJI,20040114,다우 산업                                                                       ,10538.37,111.19,1.06,110.98,0.27,1
DJI@DJI,20040115,다우 산업                                                                       ,10553.85,15.48,0.14,110.34,-0.64,1
DJI@DJI,20040116,다우 산업                                                                       ,10600.51,46.66,0.44,110.63,0.29,1
DJI@DJI,20040120,다우 산업                                                                       ,10528.66,71.85,-0.67,112.63,0.67,1
DJI@DJI,20040121,다우 산업                                                                       ,10623.62,94.96,0.9,0,0,1
DJI@DJI,20040122,다우 산업                                                                       ,10623.18,0.44,0,0,0,1
DJI@DJI,20040123,다우 산업                                                                       ,10568.29,54.89,-0.51,0,0,1
DJI@DJI,20040126,다우 산업                                                                       ,10702.51,134.22,1.27,113.68,1.05,1
DJI@DJI,20040127,다우 산업                                                                       ,10609.92,92.59,-0.86,113.02,-0.66,1
DJI@DJI,20040128,다우 산업                                                                       ,10468.37,141.55,-1.33,112.59,-0.43,1
DJI@DJI,20040129,다우 산업                                                                       ,10510.29,41.92,0.4,111.66,-0.93,1
DJI@DJI,20040130,다우 산업                                                                       ,10488.07,22.22,-0.21,110.89,-0.77,1
DJI@DJI,20040202,다우 산업                                                                       ,10499.18,11.11,0.1,111.68,0.79,1
DJI@DJI,20040203,다우 산업                                                                       ,10505.18,6,0.05,109.61,-2.07,1
DJI@DJI,20040204,다우 산업                                                                       ,10470.74,34.44,-0.32,108.96,-0.65,1
DJI@DJI,20040205,다우 산업                                                                       ,10495.55,24.81,0.23,109.77,0.81,1
DJI@DJI,20040206,다우 산업                                                                       ,10593.03,97.48,0.92,111.16,1.39,1
DJI@DJI,20040209,다우 산업                                                                       ,10579.03,14,-0.13,113.18,2.02,1
DJI@DJI,20040210,다우 산업                                                                       ,10613.85,34.82,0.32,113.46,0.28,1
DJI@DJI,20040211,다우 산업                                                                       ,10737.7,123.85,1.16,114.92,1.46,1
DJI@DJI,20040212,다우 산업                                                                       ,10694.07,43.63,-0.4,115.2,0.28,1
DJI@DJI,20040213,다우 산업                                                                       ,10627.85,66.22,-0.61,115.75,0.55,1
DJI@DJI,20040217,다우 산업                                                                       ,10714.88,87.03,0.81,116.03,0.4,1
DJI@DJI,20040218,다우 산업                                                                       ,10671.99,42.89,-0.4,114.87,-1.16,1
DJI@DJI,20040219,다우 산업                                                                       ,10664.73,7.26,-0.06,115.65,0.78,1
DJI@DJI,20040220,다우 산업                                                                       ,10619.03,45.7,-0.42,115.03,-0.62,1
DJI@DJI,20040223,다우 산업                                                                       ,10609.62,9.41,-0.08,115.05,0.02,1
DJI@DJI,20040224,다우 산업                                                                       ,10566.37,43.25,-0.4,113.32,-1.73,1
DJI@DJI,20040225,다우 산업                                                                       ,10601.62,35.25,0.33,113.63,0.31,1
DJI@DJI,20040226,다우 산업                                                                       ,10580.14,21.48,-0.2,113.44,-0.19,1
DJI@DJI,20040227,다우 산업                                                                       ,10583.92,3.78,0.03,115.92,2.48,1
DJI@DJI,20040301,다우 산업                                                                       ,10678.14,94.22,0.89,0,0,1
DJI@DJI,20040302,다우 산업                                                                       ,10591.48,86.66,-0.81,118.07,2.15,1
